"provinsi","kategori","kode_prov","kode_kategori","variable","value"
"DKI Jakarta","Jasa Kesehatan dan Kegiatan Sosial","31","Q","Persentase Bahan Baku Interregional","48.039417300567"
"DKI Jakarta","Jasa Lainnya","31","RSTU","Persentase Bahan Baku Interregional","23.30879440379"
"Jawa Barat","Pertanian, Kehutanan, dan Perikanan","32","A","Persentase Bahan Baku Interregional","8.0688839139694"
"Jawa Barat","Pertambangan dan Penggalian ","32","B","Persentase Bahan Baku Interregional","7.9305614669846"
"Jawa Barat","Industri Pengolahan","32","C","Persentase Bahan Baku Interregional","17.09515426517"
"Jawa Barat","Pengadaan Listrik dan Gas","32","D","Persentase Bahan Baku Interregional","6.0922121060993"
"Jawa Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","32","E","Persentase Bahan Baku Interregional","20.765233687801"
"Jawa Barat","Konstruksi","32","F","Persentase Bahan Baku Interregional","0.5848656293585"
"Jawa Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","32","G","Persentase Bahan Baku Interregional","18.230783803097"
"Jawa Barat","Transportasi dan Pergudangan ","32","H","Persentase Bahan Baku Interregional","7.9300156151215"
"Jawa Barat","Penyediaan Akomodasi dan Makan Minum","32","I","Persentase Bahan Baku Interregional","17.015838915314"
"Jawa Barat","Informasi dan Komunikasi","32","J","Persentase Bahan Baku Interregional","3.6631332415216"
"Jawa Barat","Jasa Keuangan dan Asuransi","32","K","Persentase Bahan Baku Interregional","4.7636935467157"
"Jawa Barat","Real Estate","32","L","Persentase Bahan Baku Interregional","1.369296357916"
"Jawa Barat","Jasa Perusahaan","32","MN","Persentase Bahan Baku Interregional","5.0834444410877"
"Jawa Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","32","O","Persentase Bahan Baku Interregional","10.528924788726"
"Jawa Barat","Jasa Pendidikan","32","P","Persentase Bahan Baku Interregional","1.7660787018239"
"Jawa Barat","Jasa Kesehatan dan Kegiatan Sosial","32","Q","Persentase Bahan Baku Interregional","9.3004013394961"
"Jawa Barat","Jasa Lainnya","32","RSTU","Persentase Bahan Baku Interregional","8.9948970964945"
"Jawa Tengah","Pertanian, Kehutanan, dan Perikanan","33","A","Persentase Bahan Baku Interregional","15.031481761877"
"Jawa Tengah","Pertambangan dan Penggalian ","33","B","Persentase Bahan Baku Interregional","24.840308770603"
"Jawa Tengah","Industri Pengolahan","33","C","Persentase Bahan Baku Interregional","19.778754209392"
"Jawa Tengah","Pengadaan Listrik dan Gas","33","D","Persentase Bahan Baku Interregional","34.023582709967"
"Jawa Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","33","E","Persentase Bahan Baku Interregional","25.429778120659"
"Jawa Tengah","Konstruksi","33","F","Persentase Bahan Baku Interregional","2.2694939996448"
"Jawa Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","33","G","Persentase Bahan Baku Interregional","15.849899100767"
"Jawa Tengah","Transportasi dan Pergudangan ","33","H","Persentase Bahan Baku Interregional","18.066864159994"
"Jawa Tengah","Penyediaan Akomodasi dan Makan Minum","33","I","Persentase Bahan Baku Interregional","13.767788719609"
"Jawa Tengah","Informasi dan Komunikasi","33","J","Persentase Bahan Baku Interregional","0.74077573239896"
"Jawa Tengah","Jasa Keuangan dan Asuransi","33","K","Persentase Bahan Baku Interregional","10.223672956532"
"Jawa Tengah","Real Estate","33","L","Persentase Bahan Baku Interregional","16.0736064367"
"Jawa Tengah","Jasa Perusahaan","33","MN","Persentase Bahan Baku Interregional","4.2929596593406"
"Jawa Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","33","O","Persentase Bahan Baku Interregional","3.3055932661907"
"Jawa Tengah","Jasa Pendidikan","33","P","Persentase Bahan Baku Interregional","4.4973396763393"
"Jawa Tengah","Jasa Kesehatan dan Kegiatan Sosial","33","Q","Persentase Bahan Baku Interregional","2.9548030100556"
"Jawa Tengah","Jasa Lainnya","33","RSTU","Persentase Bahan Baku Interregional","19.302989339078"
"DI Yogyakarta","Pertanian, Kehutanan, dan Perikanan","34","A","Persentase Bahan Baku Interregional","17.429225766277"
"DI Yogyakarta","Pertambangan dan Penggalian ","34","B","Persentase Bahan Baku Interregional","7.5599160405401"
"DI Yogyakarta","Industri Pengolahan","34","C","Persentase Bahan Baku Interregional","23.761068015074"
"DI Yogyakarta","Pengadaan Listrik dan Gas","34","D","Persentase Bahan Baku Interregional","11.964827688399"
"DI Yogyakarta","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","34","E","Persentase Bahan Baku Interregional","30.549266019573"
"DI Yogyakarta","Konstruksi","34","F","Persentase Bahan Baku Interregional","1.1764142188604"
"DI Yogyakarta","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","34","G","Persentase Bahan Baku Interregional","14.359483057629"
"DI Yogyakarta","Transportasi dan Pergudangan ","34","H","Persentase Bahan Baku Interregional","35.727839199067"
"DI Yogyakarta","Penyediaan Akomodasi dan Makan Minum","34","I","Persentase Bahan Baku Interregional","44.930923758146"
"DI Yogyakarta","Informasi dan Komunikasi","34","J","Persentase Bahan Baku Interregional","24.782842091612"
"DI Yogyakarta","Jasa Keuangan dan Asuransi","34","K","Persentase Bahan Baku Interregional","34.409675693611"
"DI Yogyakarta","Real Estate","34","L","Persentase Bahan Baku Interregional","10.410639418041"
"DI Yogyakarta","Jasa Perusahaan","34","MN","Persentase Bahan Baku Interregional","46.261580673099"
"DI Yogyakarta","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","34","O","Persentase Bahan Baku Interregional","1.6283437043115"
"DI Yogyakarta","Jasa Pendidikan","34","P","Persentase Bahan Baku Interregional","21.123050713582"
"DI Yogyakarta","Jasa Kesehatan dan Kegiatan Sosial","34","Q","Persentase Bahan Baku Interregional","31.490971181669"
"DI Yogyakarta","Jasa Lainnya","34","RSTU","Persentase Bahan Baku Interregional","15.865720143848"
"Jawa Timur","Pertanian, Kehutanan, dan Perikanan","35","A","Persentase Bahan Baku Interregional","27.555654757708"
"Jawa Timur","Pertambangan dan Penggalian ","35","B","Persentase Bahan Baku Interregional","49.790401999195"
"Jawa Timur","Industri Pengolahan","35","C","Persentase Bahan Baku Interregional","25.164288666165"
"Jawa Timur","Pengadaan Listrik dan Gas","35","D","Persentase Bahan Baku Interregional","5.6383376961297"
"Jawa Timur","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","35","E","Persentase Bahan Baku Interregional","18.269103273756"
"Jawa Timur","Konstruksi","35","F","Persentase Bahan Baku Interregional","0.081161884893562"
"Jawa Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","35","G","Persentase Bahan Baku Interregional","23.428734071404"
"Jawa Timur","Transportasi dan Pergudangan ","35","H","Persentase Bahan Baku Interregional","17.450212272515"
"Jawa Timur","Penyediaan Akomodasi dan Makan Minum","35","I","Persentase Bahan Baku Interregional","24.583181934248"
"Jawa Timur","Informasi dan Komunikasi","35","J","Persentase Bahan Baku Interregional","17.435513307694"
"Jawa Timur","Jasa Keuangan dan Asuransi","35","K","Persentase Bahan Baku Interregional","17.29632111206"
"Jawa Timur","Real Estate","35","L","Persentase Bahan Baku Interregional","2.6299756009733"
"Jawa Timur","Jasa Perusahaan","35","MN","Persentase Bahan Baku Interregional","16.105402228588"
"Jawa Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","35","O","Persentase Bahan Baku Interregional","0.2334078156451"
"Jawa Timur","Jasa Pendidikan","35","P","Persentase Bahan Baku Interregional","4.6550200931895"
"Jawa Timur","Jasa Kesehatan dan Kegiatan Sosial","35","Q","Persentase Bahan Baku Interregional","15.948506563786"
"Jawa Timur","Jasa Lainnya","35","RSTU","Persentase Bahan Baku Interregional","13.701543619203"
"Banten","Pertanian, Kehutanan, dan Perikanan","36","A","Persentase Bahan Baku Interregional","10.527498453616"
"Banten","Pertambangan dan Penggalian ","36","B","Persentase Bahan Baku Interregional","2.6589233803314"
"Banten","Industri Pengolahan","36","C","Persentase Bahan Baku Interregional","49.469233172907"
"Banten","Pengadaan Listrik dan Gas","36","D","Persentase Bahan Baku Interregional","39.489183281007"
"Banten","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","36","E","Persentase Bahan Baku Interregional","24.864997873884"
"Banten","Konstruksi","36","F","Persentase Bahan Baku Interregional","0.48915489698691"
"Banten","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","36","G","Persentase Bahan Baku Interregional","28.992476303825"
"Banten","Transportasi dan Pergudangan ","36","H","Persentase Bahan Baku Interregional","41.209470106969"
"Banten","Penyediaan Akomodasi dan Makan Minum","36","I","Persentase Bahan Baku Interregional","11.605653402252"
"Banten","Informasi dan Komunikasi","36","J","Persentase Bahan Baku Interregional","10.968339155956"
"Banten","Jasa Keuangan dan Asuransi","36","K","Persentase Bahan Baku Interregional","14.475127193982"
"Banten","Real Estate","36","L","Persentase Bahan Baku Interregional","63.397798496152"
"Banten","Jasa Perusahaan","36","MN","Persentase Bahan Baku Interregional","11.307562798854"
"Banten","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","36","O","Persentase Bahan Baku Interregional","8.0877013446609"
"Banten","Jasa Pendidikan","36","P","Persentase Bahan Baku Interregional","17.259950457918"
"Banten","Jasa Kesehatan dan Kegiatan Sosial","36","Q","Persentase Bahan Baku Interregional","33.501068478796"
"Banten","Jasa Lainnya","36","RSTU","Persentase Bahan Baku Interregional","6.6201989815079"
"Bali","Pertanian, Kehutanan, dan Perikanan","51","A","Persentase Bahan Baku Interregional","9.4459501227605"
"Bali","Pertambangan dan Penggalian ","51","B","Persentase Bahan Baku Interregional","9.9592874587153"
"Bali","Industri Pengolahan","51","C","Persentase Bahan Baku Interregional","14.942989746038"
"Bali","Pengadaan Listrik dan Gas","51","D","Persentase Bahan Baku Interregional","0.037787016478039"
"Bali","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","51","E","Persentase Bahan Baku Interregional","11.600117817056"
"Bali","Konstruksi","51","F","Persentase Bahan Baku Interregional","0.02334132376019"
"Bali","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","51","G","Persentase Bahan Baku Interregional","18.656302989297"
"Bali","Transportasi dan Pergudangan ","51","H","Persentase Bahan Baku Interregional","40.197939430646"
"Bali","Penyediaan Akomodasi dan Makan Minum","51","I","Persentase Bahan Baku Interregional","40.93553597353"
"Bali","Informasi dan Komunikasi","51","J","Persentase Bahan Baku Interregional","1.8248879660247"
"Bali","Jasa Keuangan dan Asuransi","51","K","Persentase Bahan Baku Interregional","8.1519055224525"
"Bali","Real Estate","51","L","Persentase Bahan Baku Interregional","7.0727752725766"
"Bali","Jasa Perusahaan","51","MN","Persentase Bahan Baku Interregional","2.8707341350757"
"Bali","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","51","O","Persentase Bahan Baku Interregional","0.90297965563884"
"Bali","Jasa Pendidikan","51","P","Persentase Bahan Baku Interregional","1.4811461353372"
"Bali","Jasa Kesehatan dan Kegiatan Sosial","51","Q","Persentase Bahan Baku Interregional","30.179140843528"
"Bali","Jasa Lainnya","51","RSTU","Persentase Bahan Baku Interregional","10.458300970916"
"Nusa Tenggara Barat","Pertanian, Kehutanan, dan Perikanan","52","A","Persentase Bahan Baku Interregional","21.556465311331"
"Nusa Tenggara Barat","Pertambangan dan Penggalian ","52","B","Persentase Bahan Baku Interregional","31.918129697116"
"Nusa Tenggara Barat","Industri Pengolahan","52","C","Persentase Bahan Baku Interregional","23.652777782877"
"Nusa Tenggara Barat","Pengadaan Listrik dan Gas","52","D","Persentase Bahan Baku Interregional","1.927052087507"
"Nusa Tenggara Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","52","E","Persentase Bahan Baku Interregional","54.16961748244"
"Nusa Tenggara Barat","Konstruksi","52","F","Persentase Bahan Baku Interregional","0.016950688865583"
"Nusa Tenggara Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","52","G","Persentase Bahan Baku Interregional","15.161916875137"
"Nusa Tenggara Barat","Transportasi dan Pergudangan ","52","H","Persentase Bahan Baku Interregional","22.192869513959"
"Nusa Tenggara Barat","Penyediaan Akomodasi dan Makan Minum","52","I","Persentase Bahan Baku Interregional","33.427239708061"
"Nusa Tenggara Barat","Informasi dan Komunikasi","52","J","Persentase Bahan Baku Interregional","0.24687187861436"
"Nusa Tenggara Barat","Jasa Keuangan dan Asuransi","52","K","Persentase Bahan Baku Interregional","26.723243469542"
"Nusa Tenggara Barat","Real Estate","52","L","Persentase Bahan Baku Interregional","0.1816440383141"
"Nusa Tenggara Barat","Jasa Perusahaan","52","MN","Persentase Bahan Baku Interregional","1.0310082259912"
"Nusa Tenggara Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","52","O","Persentase Bahan Baku Interregional","0"
"Nusa Tenggara Barat","Jasa Pendidikan","52","P","Persentase Bahan Baku Interregional","1.7670295389929"
"Nusa Tenggara Barat","Jasa Kesehatan dan Kegiatan Sosial","52","Q","Persentase Bahan Baku Interregional","4.2079752980158"
"Nusa Tenggara Barat","Jasa Lainnya","52","RSTU","Persentase Bahan Baku Interregional","12.118373886818"
"Nusa Tenggara Timur","Pertanian, Kehutanan, dan Perikanan","53","A","Persentase Bahan Baku Interregional","38.483856987676"
"Nusa Tenggara Timur","Pertambangan dan Penggalian ","53","B","Persentase Bahan Baku Interregional","0.74923947929678"
"Nusa Tenggara Timur","Industri Pengolahan","53","C","Persentase Bahan Baku Interregional","18.539129593646"
"Nusa Tenggara Timur","Pengadaan Listrik dan Gas","53","D","Persentase Bahan Baku Interregional","2.4419876030528"
"Nusa Tenggara Timur","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","53","E","Persentase Bahan Baku Interregional","0.26052527304925"
"Nusa Tenggara Timur","Konstruksi","53","F","Persentase Bahan Baku Interregional","0.049314813835259"
"Nusa Tenggara Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","53","G","Persentase Bahan Baku Interregional","19.083392985154"
"Nusa Tenggara Timur","Transportasi dan Pergudangan ","53","H","Persentase Bahan Baku Interregional","19.153249828401"
"Nusa Tenggara Timur","Penyediaan Akomodasi dan Makan Minum","53","I","Persentase Bahan Baku Interregional","14.635295837784"
"Nusa Tenggara Timur","Informasi dan Komunikasi","53","J","Persentase Bahan Baku Interregional","23.463714803652"
"Nusa Tenggara Timur","Jasa Keuangan dan Asuransi","53","K","Persentase Bahan Baku Interregional","25.022576611956"
"Nusa Tenggara Timur","Real Estate","53","L","Persentase Bahan Baku Interregional","0"
"Nusa Tenggara Timur","Jasa Perusahaan","53","MN","Persentase Bahan Baku Interregional","0.41249714254826"
"Nusa Tenggara Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","53","O","Persentase Bahan Baku Interregional","26.270570992574"
"Nusa Tenggara Timur","Jasa Pendidikan","53","P","Persentase Bahan Baku Interregional","2.00289220254"
"Nusa Tenggara Timur","Jasa Kesehatan dan Kegiatan Sosial","53","Q","Persentase Bahan Baku Interregional","4.2843633543393"
"Nusa Tenggara Timur","Jasa Lainnya","53","RSTU","Persentase Bahan Baku Interregional","23.063678180173"
"Kalimantan Barat","Pertanian, Kehutanan, dan Perikanan","61","A","Persentase Bahan Baku Interregional","14.1312578068"
"Kalimantan Barat","Pertambangan dan Penggalian ","61","B","Persentase Bahan Baku Interregional","34.509780907071"
"Kalimantan Barat","Industri Pengolahan","61","C","Persentase Bahan Baku Interregional","27.147326468105"
"Kalimantan Barat","Pengadaan Listrik dan Gas","61","D","Persentase Bahan Baku Interregional","21.159464787189"
"Kalimantan Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","61","E","Persentase Bahan Baku Interregional","34.735147063679"
"Kalimantan Barat","Konstruksi","61","F","Persentase Bahan Baku Interregional","0"
"Kalimantan Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","61","G","Persentase Bahan Baku Interregional","18.359873072304"
"Kalimantan Barat","Transportasi dan Pergudangan ","61","H","Persentase Bahan Baku Interregional","36.119031176691"
"Kalimantan Barat","Penyediaan Akomodasi dan Makan Minum","61","I","Persentase Bahan Baku Interregional","24.128153689876"
"Kalimantan Barat","Informasi dan Komunikasi","61","J","Persentase Bahan Baku Interregional","9.2247886695611"
"Kalimantan Barat","Jasa Keuangan dan Asuransi","61","K","Persentase Bahan Baku Interregional","18.994183411193"
"Kalimantan Barat","Real Estate","61","L","Persentase Bahan Baku Interregional","1.2100984557846"
"Kalimantan Barat","Jasa Perusahaan","61","MN","Persentase Bahan Baku Interregional","0.48540606560928"
"Kalimantan Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","61","O","Persentase Bahan Baku Interregional","1.2785077976813"
